NTD,Agency,Mode,TOS,Organization,UZA_ID,UZA_Name,UZA_Area,UZA_Pop,SA_Area,SA_Pop,Passenger_Miles,Unlinked_Trips,Avg_Trip_Length, Fares , Operating_Expenses , Average_Cost , Average_Fare 
90006,Santa Cruz Metropolitan Transit District,CB,DO,Independent Public Agency or Authority of Transit Service,204,"Santa Cruz, CA",58,163703,446,274146,8671632,285508,30.37,1549496,4537039,15.89,5.43
90006,Santa Cruz Metropolitan Transit District,DR,DO,Independent Public Agency or Authority of Transit Service,204,"Santa Cruz, CA",58,163703,446,274146,543270,73497,7.39,285841,5150526,70.08,3.89
90006,Santa Cruz Metropolitan Transit District,MB,DO,Independent Public Agency or Authority of Transit Service,204,"Santa Cruz, CA",58,163703,446,274146,20738679,4760464,4.36,7877195,35922580,7.55,1.65
90007,City of Modesto ,DR,PT,"City, County or Local Government Unit or Department of Transportation",105,"Modesto, CA",92,358172,59,271314,470714,79647,5.91,237391,2846322,35.74,2.98
90007,City of Modesto ,DR,TX,"City, County or Local Government Unit or Department of Transportation",105,"Modesto, CA",92,358172,59,271314,17231,3722,4.63,9852,55205,14.83,2.65
90007,City of Modesto ,MB,PT,"City, County or Local Government Unit or Department of Transportation",105,"Modesto, CA",92,358172,59,271314,9376197,2182079,4.30,2431343,15107616,6.92,1.11
90008,City of Santa Monica,DR,PT,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,59,855918,10529,6246,1.69,3181,151799,24.30,0.51
90008,City of Santa Monica,DR,TX,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,59,855918,53820,25677,2.10,13862,352242,13.72,0.54
90008,City of Santa Monica,MB,DO,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,59,855918,45792187,12536069,3.65,11413768,81169730,6.47,0.91
90009,San Mateo County Transit District,DR,PT,Independent Public Agency or Authority of Transit Service,13,"San Francisco-Oakland, CA",524,3281212,97,777905,2680306,225135,11.91,593746,12738154,56.58,2.64
90009,San Mateo County Transit District,DR,TX,Independent Public Agency or Authority of Transit Service,13,"San Francisco-Oakland, CA",524,3281212,97,777905,2159855,119461,18.08,300296,5672557,47.48,2.51
90009,San Mateo County Transit District,MB,DO,Independent Public Agency or Authority of Transit Service,13,"San Francisco-Oakland, CA",524,3281212,97,777905,29449892,8062713,3.65,11259758,110199784,13.67,1.40
90009,San Mateo County Transit District,MB,PT,Independent Public Agency or Authority of Transit Service,13,"San Francisco-Oakland, CA",524,3281212,97,777905,17330859,2935023,5.90,3425591,26113928,8.90,1.17
90010,City of Torrance,DR,TX,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,103,606847,248577,50831,4.89,96052,444208,8.74,1.89
90010,City of Torrance,MB,DO,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,103,606847,18061888,3595705,5.02,2432212,34298864,9.54,0.68
90012,San Joaquin Regional Transit District,CB,PT,Independent Public Agency or Authority of Transit Service,102,"Stockton, CA",93,370583,1426,762997,6863431,154848,44.32,789421,2080515,13.44,5.10
90012,San Joaquin Regional Transit District,DR,PT,Independent Public Agency or Authority of Transit Service,102,"Stockton, CA",93,370583,1426,762997,133501,15022,8.89,34224,1504831,100.18,2.28
90012,San Joaquin Regional Transit District,DR,TX,Independent Public Agency or Authority of Transit Service,102,"Stockton, CA",93,370583,1426,762997,403459,66628,6.06,223639,2195652,32.95,3.36
90012,San Joaquin Regional Transit District,MB,DO,Independent Public Agency or Authority of Transit Service,102,"Stockton, CA",93,370583,1426,762997,10634753,3024223,3.52,1819994,25052019,8.28,0.60
90012,San Joaquin Regional Transit District,MB,PT,Independent Public Agency or Authority of Transit Service,102,"Stockton, CA",93,370583,1426,762997,1836390,404007,4.55,246866,6461309,15.99,0.61
90013,Santa Clara Valley Transportation Authority,DR,PT,Independent Public Agency or Authority of Transit Service,29,"San Jose, CA",286,1664496,346,1954286,4843576,431942,11.21,1888493,20744983,48.03,4.37
90013,Santa Clara Valley Transportation Authority,DR,TX,Independent Public Agency or Authority of Transit Service,29,"San Jose, CA",286,1664496,346,1954286,930451,91009,10.22,399397,3070692,33.74,4.39
90013,Santa Clara Valley Transportation Authority,LR,DO,Independent Public Agency or Authority of Transit Service,29,"San Jose, CA",286,1664496,346,1954286,49376217,8437926,5.85,8872457,127886958,15.16,1.05
90013,Santa Clara Valley Transportation Authority,MB,DO,Independent Public Agency or Authority of Transit Service,29,"San Jose, CA",286,1664496,346,1954286,135577603,27027693,5.02,26900523,265151513,9.81,1.00
90013,Santa Clara Valley Transportation Authority,MB,PT,Independent Public Agency or Authority of Transit Service,29,"San Jose, CA",286,1664496,346,1954286,1638536,444393,3.69,68654,1812859,4.08,0.15
90014,Alameda-Contra Costa Transit District,CB,DO,Independent Public Agency or Authority of Transit Service,13,"San Francisco-Oakland, CA",524,3281212,364,1425275,39694513,2818648,14.08,7072111,34721897,12.32,2.51
90014,Alameda-Contra Costa Transit District,DR,DO,Independent Public Agency or Authority of Transit Service,13,"San Francisco-Oakland, CA",524,3281212,364,1425275,78811,23034,3.42,41461,937531,40.70,1.80
90014,Alameda-Contra Costa Transit District,DR,PT,Independent Public Agency or Authority of Transit Service,13,"San Francisco-Oakland, CA",524,3281212,364,1425275,7069718,741097,9.54,2767278,43431517,58.60,3.73
90014,Alameda-Contra Costa Transit District,MB,DO,Independent Public Agency or Authority of Transit Service,13,"San Francisco-Oakland, CA",524,3281212,364,1425275,167685838,50222832,3.34,62359012,393014297,7.83,1.24
90014,Alameda-Contra Costa Transit District,MB,PT,Independent Public Agency or Authority of Transit Service,13,"San Francisco-Oakland, CA",524,3281212,364,1425275,3382150,261560,12.93,743886,3362995,12.86,2.84
90015,City and County of San Francisco,CC,DO,"City, County or Local Government Unit or Department of Transportation",13,"San Francisco-Oakland, CA",524,3281212,49,883869,7395354,5703705,1.30,24490634,70277173,12.32,4.29
90015,City and County of San Francisco,DR,PT,"City, County or Local Government Unit or Department of Transportation",13,"San Francisco-Oakland, CA",524,3281212,49,883869,2715012,401197,6.77,1084238,21940403,54.69,2.70
90015,City and County of San Francisco,LR,DO,"City, County or Local Government Unit or Department of Transportation",13,"San Francisco-Oakland, CA",524,3281212,49,883869,136469594,49795740,2.74,39254151,210499148,4.23,0.79
90015,City and County of San Francisco,MB,DO,"City, County or Local Government Unit or Department of Transportation",13,"San Francisco-Oakland, CA",524,3281212,49,883869,225220879,110802986,2.03,87346370,353352973,3.19,0.79
90015,City and County of San Francisco,SR,DO,"City, County or Local Government Unit or Department of Transportation",13,"San Francisco-Oakland, CA",524,3281212,49,883869,10615475,7386518,1.44,5822817,30185360,4.09,0.79
90015,City and County of San Francisco,TB,DO,"City, County or Local Government Unit or Department of Transportation",13,"San Francisco-Oakland, CA",524,3281212,49,883869,68856214,49247910,1.40,38822295,169532643,3.44,0.79
90016,"Golden Gate Bridge, Highway and Transportation District",DR,PT,Independent Public Agency or Authority of Transit Service,13,"San Francisco-Oakland, CA",524,3281212,145,903524,364833,36186,10.08,150954,2011483,55.59,4.17
90016,"Golden Gate Bridge, Highway and Transportation District",FB,DO,Independent Public Agency or Authority of Transit Service,13,"San Francisco-Oakland, CA",524,3281212,145,903524,26733103,2470204,10.82,20212752,35311368,14.29,8.18
90016,"Golden Gate Bridge, Highway and Transportation District",MB,DO,Independent Public Agency or Authority of Transit Service,13,"San Francisco-Oakland, CA",524,3281212,145,903524,58180242,3109580,18.71,15654563,76984587,24.76,5.03
90017,City of Santa Rosa,DR,PT,"City, County or Local Government Unit or Department of Transportation",123,"Santa Rosa, CA",98,308231,51,177586,238976,34855,6.86,104565,1336534,38.35,3.00
90017,City of Santa Rosa,MB,DO,"City, County or Local Government Unit or Department of Transportation",123,"Santa Rosa, CA",98,308231,51,177586,7847757,1808239,4.34,1363512,12091231,6.69,0.75
90017,City of Santa Rosa,MB,PT,"City, County or Local Government Unit or Department of Transportation",123,"Santa Rosa, CA",98,308231,51,177586,27950,8873,3.15,75227,245367,27.65,8.48
90019,Sacramento Regional Transit District,DR,DO,Independent Public Agency or Authority of Transit Service,28,"Sacramento, CA",471,1723634,223,1056979,360686,98590,3.66,124939,3600563,36.52,1.27
90019,Sacramento Regional Transit District,LR,DO,Independent Public Agency or Authority of Transit Service,28,"Sacramento, CA",471,1723634,223,1056979,63439869,9980850,6.36,12035431,76359832,7.65,1.21
90019,Sacramento Regional Transit District,MB,DO,Independent Public Agency or Authority of Transit Service,28,"Sacramento, CA",471,1723634,223,1056979,35021215,9909691,3.53,13268062,86803122,8.76,1.34
90020,Santa Barbara Metropolitan Transit District,MB,DO,Independent Public Agency or Authority of Transit Service,184,"Santa Barbara, CA",56,195861,52,199668,26335131,6432190,4.09,7167098,25467695,3.96,1.11
90022,City of Norwalk ,DR,PT,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,37,637365,83885,24233,3.46,33876,477392,19.70,1.40
90022,City of Norwalk ,MB,DO,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,37,637365,5994510,1427804,4.20,1246966,12674086,8.88,0.87
90023,Long Beach Transit,DR,PT,Other Publicly-Owned or Privately Chartered Corporation,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,100,848449,175178,38126,4.59,63872,1071977,28.12,1.68
90023,Long Beach Transit,MB,DO,Other Publicly-Owned or Privately Chartered Corporation,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,100,848449,75502172,23210032,3.25,13790289,92540008,3.99,0.59
90024,City of La Mirada ,DR,PT,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,8,49604,130922,43686,3.00,35602,874671,20.02,0.81
90026,San Diego Metropolitan Transit System,CB,PT,Independent Public Agency or Authority of Transit Service,15,"San Diego, CA",732,2956746,720,2462707,6848690,281240,24.35,1172721,2503342,8.90,4.17
90026,San Diego Metropolitan Transit System,DR,PT,Independent Public Agency or Authority of Transit Service,15,"San Diego, CA",732,2956746,720,2462707,5663873,507400,11.16,2718557,17663033,34.81,5.36
90026,San Diego Metropolitan Transit System,DR,TX,Independent Public Agency or Authority of Transit Service,15,"San Diego, CA",732,2956746,720,2462707,745700,69263,10.77,278482,1912714,27.62,4.02
90026,San Diego Metropolitan Transit System,LR,DO,Independent Public Agency or Authority of Transit Service,15,"San Diego, CA",732,2956746,720,2462707,219453215,37293757,5.88,42005525,86423252,2.32,1.13
90026,San Diego Metropolitan Transit System,MB,DO,Independent Public Agency or Authority of Transit Service,15,"San Diego, CA",732,2956746,720,2462707,98896442,22396771,4.42,22041356,104949061,4.69,0.98
90026,San Diego Metropolitan Transit System,MB,PT,Independent Public Agency or Authority of Transit Service,15,"San Diego, CA",732,2956746,720,2462707,83844513,24809064,3.38,24008525,68462292,2.76,0.97
90027,City of Fresno,DR,PT,"City, County or Local Government Unit or Department of Transportation",63,"Fresno, CA",171,654628,133,530093,1604698,220351,7.28,326496,7850700,35.63,1.48
90027,City of Fresno,MB,DO,"City, County or Local Government Unit or Department of Transportation",63,"Fresno, CA",171,654628,133,530093,29962427,10550142,2.84,6405980,44445075,4.21,0.61
90029,Omnitrans,DR,PT,Independent Public Agency or Authority of Transit Service,22,"Riverside-San Bernardino, CA",545,1932666,466,1500107,4775763,360124,13.26,1342368,16472067,45.74,3.73
90029,Omnitrans,MB,DO,Independent Public Agency or Authority of Transit Service,22,"Riverside-San Bernardino, CA",545,1932666,466,1500107,53044233,10389437,5.11,11784221,76677545,7.38,1.13
90029,Omnitrans,MB,PT,Independent Public Agency or Authority of Transit Service,22,"Riverside-San Bernardino, CA",545,1932666,466,1500107,400868,113969,3.52,146800,2252735,19.77,1.29
90030,North County Transit District,CR,PT,Independent Public Agency or Authority of Transit Service,15,"San Diego, CA",732,2956746,340,1042071,37232410,1408677,26.43,5394547,19643067,13.94,3.83
90030,North County Transit District,DR,PT,Independent Public Agency or Authority of Transit Service,15,"San Diego, CA",732,2956746,340,1042071,2581944,169053,15.27,716882,10479979,61.99,4.24
90030,North County Transit District,MB,PT,Independent Public Agency or Authority of Transit Service,15,"San Diego, CA",732,2956746,340,1042071,27569798,6404923,4.30,6726013,45064333,7.04,1.05
90030,North County Transit District,YR,PT,Independent Public Agency or Authority of Transit Service,15,"San Diego, CA",732,2956746,340,1042071,20676718,2408962,8.58,2702065,21525239,8.94,1.12
90031,Riverside Transit Agency,CB,DO,Independent Public Agency or Authority of Transit Service,22,"Riverside-San Bernardino, CA",545,1932666,2725,2018724,9699330,322971,30.03,747774,5847454,18.11,2.32
90031,Riverside Transit Agency,CB,PT,Independent Public Agency or Authority of Transit Service,22,"Riverside-San Bernardino, CA",545,1932666,2725,2018724,2138112,75026,28.50,159348,1676217,22.34,2.12
90031,Riverside Transit Agency,DR,PT,Independent Public Agency or Authority of Transit Service,22,"Riverside-San Bernardino, CA",545,1932666,2725,2018724,3411628,393713,8.67,1428510,14445391,36.69,3.63
90031,Riverside Transit Agency,DR,TX,Independent Public Agency or Authority of Transit Service,22,"Riverside-San Bernardino, CA",545,1932666,2725,2018724,177200,12370,14.33,50540,466876,37.74,4.09
90031,Riverside Transit Agency,MB,DO,Independent Public Agency or Authority of Transit Service,22,"Riverside-San Bernardino, CA",545,1932666,2725,2018724,41241193,6502709,6.34,5879815,46904804,7.21,0.90
90031,Riverside Transit Agency,MB,PT,Independent Public Agency or Authority of Transit Service,22,"Riverside-San Bernardino, CA",545,1932666,2725,2018724,12526048,1390863,9.01,2737896,14980005,10.77,1.97
90032,City of Phoenix Public Transit Department ,DR,PT,"City, County or Local Government Unit or Department of Transportation",12,"Phoenix-Mesa, AZ",1147,3629114,520,2034618,3140723,346276,9.07,893639,19303540,55.75,2.58
90032,City of Phoenix Public Transit Department ,MB,PT,"City, County or Local Government Unit or Department of Transportation",12,"Phoenix-Mesa, AZ",1147,3629114,520,2034618,142767324,40696303,3.51,27492333,186629046,4.59,0.68
90033,City of Tucson,DR,PT,"City, County or Local Government Unit or Department of Transportation",52,"Tucson, AZ",353,843168,335,828206,4715341,543246,8.68,1129544,16484698,30.34,2.08
90033,City of Tucson,MB,PT,"City, County or Local Government Unit or Department of Transportation",52,"Tucson, AZ",353,843168,335,828206,57873100,14262758,4.06,11328406,58921385,4.13,0.79
90033,City of Tucson,SR,PT,"City, County or Local Government Unit or Department of Transportation",52,"Tucson, AZ",353,843168,335,828206,1406528,896991,1.57,677079,4138394,4.61,0.75
90034,City of Glendale ,DR,DO,"City, County or Local Government Unit or Department of Transportation",12,"Phoenix-Mesa, AZ",1147,3629114,59,226721,304400,66174,4.60,141374,2641451,39.92,2.14
90034,City of Glendale ,MB,DO,"City, County or Local Government Unit or Department of Transportation",12,"Phoenix-Mesa, AZ",1147,3629114,59,226721,240352,125839,1.91,0,1093323,8.69,0.00
90035,Gold Coast Transit District,DR,PT,Independent Public Agency or Authority of Transit Service,103,"Oxnard, CA",84,367260,84,367260,940671,117456,8.01,364212,3507119,29.86,3.10
90035,Gold Coast Transit District,MB,DO,Independent Public Agency or Authority of Transit Service,103,"Oxnard, CA",84,367260,84,367260,14821422,3524674,4.21,2852620,21052979,5.97,0.81
90036,Orange County Transportation Authority,CB,DO,Independent Public Agency or Authority of Transit Service,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,436,2870886,2316931,106598,21.74,160301,1631027,15.30,1.50
90036,Orange County Transportation Authority,CB,PT,Independent Public Agency or Authority of Transit Service,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,436,2870886,2168687,96665,22.44,136104,2075951,21.48,1.41
90036,Orange County Transportation Authority,DR,PT,Independent Public Agency or Authority of Transit Service,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,436,2870886,16544563,1493588,11.08,7217888,77144088,51.65,4.83
90036,Orange County Transportation Authority,DR,TX,Independent Public Agency or Authority of Transit Service,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,436,2870886,552065,173704,3.18,501318,2559735,14.74,2.89
90036,Orange County Transportation Authority,MB,DO,Independent Public Agency or Authority of Transit Service,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,436,2870886,95068739,26083374,3.64,29438135,135782823,5.21,1.13
90036,Orange County Transportation Authority,MB,PT,Independent Public Agency or Authority of Transit Service,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,436,2870886,45013479,11559429,3.89,11243017,63979277,5.53,0.97
90036,Orange County Transportation Authority,VP,PT,Independent Public Agency or Authority of Transit Service,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,436,2870886,41926341,1230296,34.08,6052956,5821014,4.73,4.92
90039,City of Culver City,DR,DO,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,33,341718,14892,7641,1.95,2749,270328,35.38,0.36
90039,City of Culver City,MB,DO,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,33,341718,14813937,4600876,3.22,2908934,23608735,5.13,0.63
90041,City of Montebello,DR,TX,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,151,315074,140884,70372,2.00,38079,493562,7.01,0.54
90041,City of Montebello,MB,DO,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,151,315074,20794279,5190773,4.01,3860519,27476544,5.29,0.74
90041,City of Montebello,MB,PT,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,151,315074,191881,67262,2.85,73989,443422,6.59,1.10
90042,City of Gardena,DR,DO,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,40,463968,78741,22567,3.49,11364,896849,39.74,0.50
90042,City of Gardena,MB,DO,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,40,463968,11124485,2920856,3.81,2235072,22418033,7.68,0.77
90043,City of Commerce,DR,DO,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,11,12997,82888,10608,7.81,0,788262,74.31,0.00
90043,City of Commerce,MB,DO,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,11,12997,2018221,445353,4.53,0,3735370,8.39,0.00
90045,Regional Transportation Commission of Southern Nevada,DR,PT,Independent Public Agency or Authority of Transit Service,23,"Las Vegas-Henderson, NV",417,1886011,280,2008655,14494071,1347611,10.76,2834196,60701221,45.04,2.10
90045,Regional Transportation Commission of Southern Nevada,MB,PT,Independent Public Agency or Authority of Transit Service,23,"Las Vegas-Henderson, NV",417,1886011,280,2008655,249356467,64473581,3.87,64309550,176774291,2.74,1.00
90061,Yuba-Sutter Transit Authority,CB,PT,Independent Public Agency or Authority of Transit Service,270,"Yuba City, CA",39,116719,813,143795,5285205,134381,39.33,569046,1094067,8.14,4.23
90061,Yuba-Sutter Transit Authority,DR,PT,Independent Public Agency or Authority of Transit Service,270,"Yuba City, CA",39,116719,813,143795,388433,66060,5.88,170498,2085426,31.57,2.58
90061,Yuba-Sutter Transit Authority,MB,PT,Independent Public Agency or Authority of Transit Service,270,"Yuba City, CA",39,116719,813,143795,2193386,731507,3.00,506790,4121882,5.63,0.69
90062,Monterey-Salinas Transit,DR,PT,Independent Public Agency or Authority of Transit Service,276,"Seaside-Monterey, CA",39,114237,294,435594,1713920,199874,8.58,309374,7127536,35.66,1.55
90062,Monterey-Salinas Transit,MB,DO,Independent Public Agency or Authority of Transit Service,276,"Seaside-Monterey, CA",39,114237,294,435594,24582596,3562695,6.90,7272791,33102259,9.29,2.04
90062,Monterey-Salinas Transit,MB,PT,Independent Public Agency or Authority of Transit Service,276,"Seaside-Monterey, CA",39,114237,294,435594,2466833,665812,3.71,1133162,5148281,7.73,1.70
90078,Central Contra Costa Transit Authority,DR,PT,Independent Public Agency or Authority of Transit Service,66,"Concord, CA",204,615968,143,540067,1652407,152716,10.82,532081,6261349,41.00,3.48
90078,Central Contra Costa Transit Authority,MB,DO,Independent Public Agency or Authority of Transit Service,66,"Concord, CA",204,615968,143,540067,14571907,3243253,4.49,4332118,31341352,9.66,1.34
90078,Central Contra Costa Transit Authority,MB,PT,Independent Public Agency or Authority of Transit Service,66,"Concord, CA",204,615968,143,540067,103173,8896,11.60,0,353551,39.74,0.00
90079,SunLine Transit Agency,DR,DO,Independent Public Agency or Authority of Transit Service,111,"Indio-Cathedral City, CA",144,345580,1120,466366,1691066,155332,10.89,329938,5870229,37.79,2.12
90079,SunLine Transit Agency,MB,DO,Independent Public Agency or Authority of Transit Service,111,"Indio-Cathedral City, CA",144,345580,1120,466366,32850476,4039450,8.13,2536138,27310333,6.76,0.63
90079,SunLine Transit Agency,VP,PT,Independent Public Agency or Authority of Transit Service,111,"Indio-Cathedral City, CA",144,345580,1120,466366,1580691,23025,68.65,164276,293631,12.75,7.13
90086,City of Riverside,DR,DO,"City, County or Local Government Unit or Department of Transportation",22,"Riverside-San Bernardino, CA",545,1932666,82,327722,1173096,139878,8.39,440478,3733811,26.69,3.15
90087,City of Santa Maria,DR,PT,"City, County or Local Government Unit or Department of Transportation",246,"Santa Maria, CA",29,130447,34,120097,189026,23857,7.92,23181,689518,28.90,0.97
90087,City of Santa Maria,MB,PT,"City, County or Local Government Unit or Department of Transportation",246,"Santa Maria, CA",29,130447,34,120097,2333488,663526,3.52,749447,5152499,7.77,1.13
90088,Napa Valley Transportation Authority,CB,PT,Independent Public Agency or Authority of Transit Service,342,"Napa, CA",26,83913,45,138000,1838541,91115,20.18,183421,1359471,14.92,2.01
90088,Napa Valley Transportation Authority,DR,PT,Independent Public Agency or Authority of Transit Service,342,"Napa, CA",26,83913,45,138000,643647,103701,6.21,283588,2971904,28.66,2.73
90088,Napa Valley Transportation Authority,MB,PT,Independent Public Agency or Authority of Transit Service,342,"Napa, CA",26,83913,45,138000,5251521,864352,6.08,674860,6806384,7.87,0.78
90089,County of Sonoma ,DR,PT,"City, County or Local Government Unit or Department of Transportation",123,"Santa Rosa, CA",98,308231,395,504499,715249,58772,12.17,229443,3294132,56.05,3.90
90089,County of Sonoma ,MB,PT,"City, County or Local Government Unit or Department of Transportation",123,"Santa Rosa, CA",98,308231,395,504499,7552320,906863,8.33,1575138,13267782,14.63,1.74
90090,Yolo County Transportation District,DR,PT,Independent Public Agency or Authority of Transit Service,28,"Sacramento, CA",471,1723634,109,528880,339023,23953,14.15,113530,1836943,76.69,4.74
90090,Yolo County Transportation District,MB,PT,Independent Public Agency or Authority of Transit Service,28,"Sacramento, CA",471,1723634,109,528880,12623114,1187499,10.63,2089147,11696139,9.85,1.76
90091,City of Visalia  ,CB,PT,"City, County or Local Government Unit or Department of Transportation",162,"Visalia, CA",63,219454,46,164128,1339445,29200,45.87,210238,716075,24.52,7.20
90091,City of Visalia  ,DR,PT,"City, County or Local Government Unit or Department of Transportation",162,"Visalia, CA",63,219454,46,164128,293529,39236,7.48,55829,1143833,29.15,1.42
90091,City of Visalia  ,MB,PT,"City, County or Local Government Unit or Department of Transportation",162,"Visalia, CA",63,219454,46,164128,6896147,1236081,5.58,1314787,10294496,8.33,1.06
90092,"City of Fairfield, California",CB,PT,"City, County or Local Government Unit or Department of Transportation",240,"Fairfield, CA",39,133683,129,505849,6792739,356949,19.03,1539183,5059464,14.17,4.31
90092,"City of Fairfield, California",DR,PT,"City, County or Local Government Unit or Department of Transportation",240,"Fairfield, CA",39,133683,129,505849,199488,21899,9.11,113337,1218223,55.63,5.18
90092,"City of Fairfield, California",MB,PT,"City, County or Local Government Unit or Department of Transportation",240,"Fairfield, CA",39,133683,129,505849,1189158,526175,2.26,603760,5322878,10.12,1.15
90093,Redding Area Bus Authority,DR,PT,Independent Public Agency or Authority of Transit Service,267,"Redding, CA",71,117731,100,117478,395714,49169,8.05,150225,1584926,32.23,3.06
90093,Redding Area Bus Authority,MB,PT,Independent Public Agency or Authority of Transit Service,267,"Redding, CA",71,117731,100,117478,4329936,580953,7.45,544628,4221498,7.27,0.94
90094,Metropolitan Transportation Commission,VP,PT,"MPO, COG or Other Planning Agency",13,"San Francisco-Oakland, CA",524,3281212,6900,7100000,9557329,251570,37.99,1296241,1015828,4.04,5.15
90095,San Diego Association of Governments,VP,PT,"MPO, COG or Other Planning Agency",15,"San Diego, CA",732,2956746,4207,3316192,81692067,1746541,46.77,9834341,8502843,4.87,5.63
90119,City of Laguna Beach,MB,DO,"City, County or Local Government Unit or Department of Transportation",69,"Mission Viejo-Lake Forest-San Clemente, CA",151,583681,9,23190,1822240,820829,2.22,26777,3147200,3.83,0.03
90121,Antelope Valley Transit Authority,CB,PT,Independent Public Agency or Authority of Transit Service,112,"Lancaster-Palmdale, CA",116,341219,1200,349050,14959291,288183,51.91,2070774,4142476,14.37,7.19
90121,Antelope Valley Transit Authority,DR,PT,Independent Public Agency or Authority of Transit Service,112,"Lancaster-Palmdale, CA",116,341219,1200,349050,461028,50600,9.11,120312,1258678,24.88,2.38
90121,Antelope Valley Transit Authority,MB,PT,Independent Public Agency or Authority of Transit Service,112,"Lancaster-Palmdale, CA",116,341219,1200,349050,15219191,2013685,7.56,2635490,18771318,9.32,1.31
90131,City of Scottsdale ,MB,PT,"City, County or Local Government Unit or Department of Transportation",12,"Phoenix-Mesa, AZ",1147,3629114,48,96389,803554,771520,1.04,0,5193289,6.73,0.00
90134,Peninsula Corridor Joint Powers Board,CR,PT,Independent Public Agency or Authority of Transit Service,13,"San Francisco-Oakland, CA",524,3281212,425,3614716,385871948,17662773,21.85,102668114,136256800,7.71,5.81
90134,Peninsula Corridor Joint Powers Board,MB,PT,Independent Public Agency or Authority of Transit Service,13,"San Francisco-Oakland, CA",524,3281212,425,3614716,1689331,517103,3.27,0,3806476,7.36,0.00
90136,Regional Public Transportation Authority,DR,TX,Independent Public Agency or Authority of Transit Service,12,"Phoenix-Mesa, AZ",1147,3629114,648,2661744,5763630,526686,10.94,1617171,26364665,50.06,3.07
90136,Regional Public Transportation Authority,MB,PT,Independent Public Agency or Authority of Transit Service,12,"Phoenix-Mesa, AZ",1147,3629114,648,2661744,61191678,13875664,4.41,9104573,103889728,7.49,0.66
90136,Regional Public Transportation Authority,VP,PT,Independent Public Agency or Authority of Transit Service,12,"Phoenix-Mesa, AZ",1147,3629114,648,2661744,35341744,1004018,35.20,3372077,4148994,4.13,3.36
90140,City of Peoria ,DR,DO,"City, County or Local Government Unit or Department of Transportation",12,"Phoenix-Mesa, AZ",1147,3629114,175,126911,101520,21613,4.70,27530,1149108,53.17,1.27
90142,"University of California, Davis",MB,DO,University,382,"Davis, CA",14,72794,13,69289,8070025,3741782,2.16,2872046,5646161,1.51,0.77
90144,Livermore / Amador Valley Transit Authority,DR,PT,Independent Public Agency or Authority of Transit Service,66,"Concord, CA",204,615968,40,236108,282421,46108,6.13,195367,1692058,36.70,4.24
90144,Livermore / Amador Valley Transit Authority,MB,PT,Independent Public Agency or Authority of Transit Service,66,"Concord, CA",204,615968,40,236108,7656299,1660443,4.61,2339944,15253896,9.19,1.41
90146,Foothill Transit,MB,PT,Independent Public Agency or Authority of Transit Service,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,327,1515836,106192124,12053307,8.81,16079596,95928313,7.96,1.33
